image_id,user_id,timestamp,image_path,plate_diameter_cm
IMG_00032,USER_132,2026-07-25 00:05:52,data/images/creamy-mac-n-cheese.jpg,27.1
IMG_00033,USER_133,2026-08-04 07:11:52,data/images/temp_20260805_202016_basmati-rice-recipe.png,27.1
IMG_00034,USER_134,2026-07-23 06:33:52,data/images/temp_20260806_082405_mango-juice.png,25.1
IMG_00035,USER_135,2026-07-16 13:27:52,data/images/Greek-cucumber-salad-3.png,27.9
IMG_00036,USER_136,2026-07-31 00:48:52,data/images/temp_20260806_080903_noodle.png,26.6
IMG_00037,USER_137,2026-07-25 06:03:52,data/images/Masala-Macroni-5.png,27.7
IMG_00038,USER_138,2026-07-31 18:16:52,data/images/temp_20260806_145200_beef_noodle.png,24.0
IMG_00039,USER_139,2026-08-01 03:29:52,data/images/temp_20260806_081856_Fruit-Salad-10.png,25.9
IMG_00040,USER_140,2026-07-23 20:17:52,data/images/temp_20260805_202329_meal_06.png,24.4
IMG_00041,USER_141,2026-07-21 10:00:52,data/images/temp_20260806_082432_strawberry-juice-recipe.png,27.8
IMG_00042,USER_142,2026-07-17 13:15:52,data/images/temp_20260805_202329_meal_07.png,25.8
IMG_00043,USER_143,2026-07-15 07:13:52,data/images/temp_20260805_203010_carrot.png,24.6
IMG_00044,USER_144,2026-07-10 10:58:52,data/images/temp_20260806_154243_creamy-mac-n-cheese.jpg,24.3
IMG_00045,USER_145,2026-08-04 16:09:52,data/images/temp_20260806_081242_Cheeseburger.png,27.2
IMG_00046,USER_146,2026-07-13 05:40:52,data/images/temp_20260805_202016_creamy-mac-n-cheese.jpg,26.0
IMG_00047,USER_147,2026-07-23 06:42:52,data/images/temp_20260806_145200_Cheeseburger.png,24.7
IMG_00048,USER_148,2026-07-29 14:16:52,data/images/temp_20260805_202357_meal_06.png,27.8
IMG_00049,USER_149,2026-08-02 04:03:52,data/images/temp_20260805_202357_meal_07.png,24.8
IMG_00050,USER_100,2026-07-13 06:04:52,data/images/temp_20260806_080848_noodle_3.png,24.2
IMG_00051,USER_101,2026-08-03 16:50:52,data/images/temp_20260805_195104_banane-apfel-was-gesuender.png,24.1
IMG_00052,USER_102,2026-07-28 02:36:52,data/images/IMG_20260806_154307.jpg,27.5
IMG_00053,USER_103,2026-07-19 01:07:52,data/images/temp_20260806_103801_burger_1.png,26.8
IMG_00054,USER_104,2026-08-01 06:09:52,data/images/temp_20260806_082156_caramel-coffee-milk-shake-1.png,25.1
IMG_00055,USER_105,2026-07-31 10:05:52,data/images/temp_20260806_081534_nRainbow-Veggie-Salad-9921.jpg,24.1
IMG_00056,USER_106,2026-07-26 21:55:52,data/images/temp_20260806_081057_noodle.png,24.2
IMG_00057,USER_107,2026-07-14 14:49:52,data/images/rice.png,25.3
IMG_00058,USER_108,2026-07-17 11:52:52,data/images/temp_20260806_094839_burger.png,25.7
IMG_00059,USER_109,2026-07-18 20:12:52,data/images/temp_20260805_201944_basmati-rice-recipe.png,27.9
IMG_00060,USER_110,2026-07-11 04:52:52,data/images/IMG_20260804_134457.jpg,26.9
IMG_00061,USER_111,2026-07-12 03:00:52,data/images/temp_20260806_105639_burger.png,27.2
IMG_00062,USER_112,2026-07-18 01:07:52,data/images/temp_20260806_082432_mango-juice.png,26.9
IMG_00063,USER_113,2026-07-08 15:13:52,data/images/temp_20260806_081241_beef_noodle.png,24.0
IMG_00064,USER_114,2026-07-31 14:02:52,data/images/temp_20260806_082431_juice.png,27.0
IMG_00065,USER_115,2026-07-29 04:13:52,data/images/temp_20260805_202454_meal_06.png,25.7
IMG_00066,USER_116,2026-07-29 19:51:52,data/images/temp_20260806_081057_chicken.png,25.5
IMG_00067,USER_117,2026-07-21 02:44:52,data/images/cucumber.png,25.7
IMG_00068,USER_118,2026-07-17 19:34:52,data/images/temp_20260806_103802_carrot.png,26.8
IMG_00069,USER_119,2026-07-25 21:51:52,data/images/temp_20260806_154243_fresh-orange-juice-recipe.png,26.6
IMG_00070,USER_120,2026-07-15 18:21:52,data/images/temp_20260805_202454_meal_07.png,24.8
IMG_00071,USER_121,2026-07-21 14:15:52,data/images/temp_20260806_081241_burger.png,27.4
IMG_00072,USER_122,2026-07-14 17:04:52,data/images/healthy_food.png,24.9
IMG_00073,USER_123,2026-07-28 04:01:52,data/images/IMG_20260806_104355.jpg,24.7
IMG_00074,USER_124,2026-07-26 23:27:52,data/images/meal_07.png,26.4
IMG_00075,USER_125,2026-08-01 02:10:52,data/images/temp_20260805_195132_banane-apfel-was-gesuender.png,27.6
IMG_00076,USER_126,2026-08-05 09:58:52,data/images/temp_20260806_122634_creamy-mac-n-cheese.jpg,27.8
IMG_00077,USER_127,2026-07-19 12:10:52,data/images/temp_20260806_080834_noodle_3.png,27.9
IMG_00078,USER_128,2026-07-25 13:55:52,data/images/temp_20260806_094826_banane-apfel-was-gesuender.png,27.6
IMG_00079,USER_129,2026-07-24 22:50:52,data/images/temp_20260805_202004_basmati-rice-recipe.png,27.3
IMG_00080,USER_130,2026-07-09 15:46:52,data/images/temp_20260806_082405_juice.png,24.1
IMG_00081,USER_131,2026-07-31 15:36:52,data/images/banane-apfel-was-gesuender.png,25.5
IMG_00082,USER_132,2026-07-07 22:02:52,data/images/temp_20260806_114101_Cheeseburger.png,27.4
IMG_00083,USER_133,2026-07-08 08:03:52,data/images/temp_20260806_094839_banane-apfel-was-gesuender.png,26.2
IMG_00084,USER_134,2026-07-20 09:49:52,data/images/temp_20260806_082256_mango-juice.png,26.8
IMG_00085,USER_135,2026-07-09 23:14:52,data/images/duck.png,26.1
IMG_00086,USER_136,2026-07-13 00:47:52,data/images/temp_20260806_081057_duck.png,25.7
IMG_00087,USER_137,2026-07-26 07:16:52,data/images/duck.jpg,25.2
IMG_00088,USER_138,2026-08-01 13:54:52,data/images/temp_20260806_081057_duck.jpg,28.0
IMG_00089,USER_139,2026-07-24 23:50:52,data/images/French-fries-b9e3e0c.png,27.9
IMG_00090,USER_140,2026-07-28 04:24:52,data/images/temp_20260806_082406_strawberry-juice-recipe.png,26.7
IMG_00091,USER_141,2026-08-06 01:53:52,data/images/temp_20260805_202346_meal_06.png,24.6
IMG_00092,USER_142,2026-07-17 03:45:52,data/images/Cucumber-Salad-with-Vinegar-Dressing-2688-scaled.jpg,26.0
IMG_00093,USER_143,2026-08-06 05:54:52,data/images/temp_20260805_202346_meal_07.png,25.4
IMG_00094,USER_144,2026-07-24 22:48:52,data/images/temp_20260805_203011_carrot2.png,24.2
IMG_00095,USER_145,2026-07-16 23:43:52,data/images/temp_20260806_095050_burger.png,25.6
IMG_00096,USER_146,2026-07-16 17:46:52,data/images/temp_20260805_202454_healthy_food.png,24.3
IMG_00097,USER_147,2026-07-11 22:54:52,data/images/temp_20260806_145135_beef_noodle.png,25.1
IMG_00098,USER_148,2026-08-02 23:15:52,data/images/temp_20260806_113924_carrot2.png,27.1
IMG_00099,USER_149,2026-08-03 19:22:52,data/images/temp_20260805_195133_hong-kong-macaroni-soup-f3.png,25.9
IMG_00100,USER_100,2026-07-20 15:08:52,data/images/temp_20260806_154226_creamy-mac-n-cheese.jpg,24.3
IMG_00101,USER_101,2026-08-04 07:57:52,data/images/Macaroni-Thumbnail-Blog.png,24.9
IMG_00102,USER_102,2026-08-03 11:21:52,data/images/temp_20260806_082406_fresh-orange-juice-recipe.png,24.7
IMG_00103,USER_103,2026-07-11 02:51:52,data/images/temp_20260805_201854_basmati-rice-recipe.png,26.1
IMG_00104,USER_104,2026-07-19 01:33:52,data/images/temp_20260806_082432_fresh-orange-juice-recipe.png,26.1
IMG_00105,USER_105,2026-07-24 15:25:52,data/images/noodle.png,25.4
IMG_00106,USER_106,2026-07-15 19:52:52,data/images/Coconut-chicken-rice-bowl-–-basmati-rice-–-3-4-038-1540x870-PNG-1.jpg,26.6
IMG_00107,USER_107,2026-07-27 04:58:52,data/images/temp_20260806_081534_healthy-chopped-vegetable-salad-recipe-4.png,27.9
IMG_00108,USER_108,2026-07-19 13:19:52,data/images/temp_20260806_081856_fruit-salad-dressing.png,26.9
IMG_00109,USER_109,2026-07-27 07:36:52,data/images/temp_20260806_081856_tropical-fruit-salad.png,25.8
IMG_00110,USER_110,2026-08-04 06:06:52,data/images/temp_20260805_201944_Cheeseburger.png,26.2
IMG_00111,USER_111,2026-07-20 19:08:52,data/images/temp_20260806_082256_juice.png,25.0
IMG_00112,USER_112,2026-07-22 23:20:52,data/images/temp_20260806_081534_salad_11.png,27.5
IMG_00113,USER_113,2026-07-23 16:47:52,data/images/temp_20260806_081754_tropical-fruit-salad.png,25.2
IMG_00114,USER_114,2026-07-12 16:19:52,data/images/temp_20260806_081754_fruit-salad-dressing.png,27.2
IMG_00115,USER_115,2026-08-06 15:09:52,data/images/temp_20260806_103710_burger_1.png,25.6
IMG_00116,USER_116,2026-07-09 04:11:52,data/images/creamy-mac-n-cheese.jpg,27.8
IMG_00117,USER_117,2026-08-02 07:46:52,data/images/temp_20260805_202016_basmati-rice-recipe.png,27.4
IMG_00118,USER_118,2026-07-10 21:27:52,data/images/temp_20260806_082405_mango-juice.png,26.2
IMG_00119,USER_119,2026-07-08 05:50:52,data/images/Greek-cucumber-salad-3.png,24.3
IMG_00120,USER_120,2026-07-19 05:19:52,data/images/temp_20260806_080903_noodle.png,27.0
IMG_00121,USER_121,2026-07-10 16:10:52,data/images/Masala-Macroni-5.png,27.9
IMG_00122,USER_122,2026-07-23 09:49:52,data/images/temp_20260806_145200_beef_noodle.png,25.8
IMG_00123,USER_123,2026-07-16 22:10:52,data/images/temp_20260806_081856_Fruit-Salad-10.png,25.5
IMG_00124,USER_124,2026-07-21 09:33:52,data/images/temp_20260805_202329_meal_06.png,24.9
IMG_00125,USER_125,2026-07-20 07:05:52,data/images/temp_20260806_082432_strawberry-juice-recipe.png,24.3
IMG_00126,USER_126,2026-07-10 10:45:52,data/images/temp_20260805_202329_meal_07.png,26.6
IMG_00127,USER_127,2026-07-09 15:50:52,data/images/temp_20260805_203010_carrot.png,24.8
IMG_00128,USER_128,2026-07-09 22:55:52,data/images/temp_20260806_154243_creamy-mac-n-cheese.jpg,27.3
IMG_00129,USER_129,2026-07-23 20:30:52,data/images/temp_20260806_081242_Cheeseburger.png,27.7
IMG_00130,USER_130,2026-07-26 20:16:52,data/images/temp_20260805_202016_creamy-mac-n-cheese.jpg,24.6
IMG_00131,USER_131,2026-07-22 23:07:52,data/images/temp_20260806_145200_Cheeseburger.png,24.6
IMG_00132,USER_132,2026-08-01 06:46:52,data/images/temp_20260805_202357_meal_06.png,27.4
IMG_00133,USER_133,2026-07-30 05:02:52,data/images/temp_20260805_202357_meal_07.png,24.3
IMG_00134,USER_134,2026-08-06 14:34:52,data/images/temp_20260806_080848_noodle_3.png,25.3
IMG_00135,USER_135,2026-08-01 22:58:52,data/images/temp_20260805_195104_banane-apfel-was-gesuender.png,25.4
IMG_00136,USER_136,2026-07-10 18:00:52,data/images/IMG_20260806_154307.jpg,26.9
IMG_00137,USER_137,2026-08-04 14:40:52,data/images/temp_20260806_103801_burger_1.png,27.6
IMG_00138,USER_138,2026-07-17 16:51:52,data/images/temp_20260806_082156_caramel-coffee-milk-shake-1.png,25.3
IMG_00139,USER_139,2026-07-28 07:07:52,data/images/temp_20260806_081534_nRainbow-Veggie-Salad-9921.jpg,26.9
IMG_00140,USER_140,2026-08-04 14:13:52,data/images/temp_20260806_081057_noodle.png,25.9
IMG_00141,USER_141,2026-08-04 20:40:52,data/images/rice.png,26.3
IMG_00142,USER_142,2026-07-17 22:22:52,data/images/temp_20260806_094839_burger.png,24.6
IMG_00143,USER_143,2026-08-03 21:59:52,data/images/temp_20260805_201944_basmati-rice-recipe.png,26.2
IMG_00144,USER_144,2026-07-20 15:28:52,data/images/IMG_20260804_134457.jpg,24.9
IMG_00145,USER_145,2026-08-03 11:51:52,data/images/temp_20260806_105639_burger.png,26.4
IMG_00146,USER_146,2026-08-02 06:17:52,data/images/temp_20260806_082432_mango-juice.png,26.3
IMG_00147,USER_147,2026-07-19 08:22:52,data/images/temp_20260806_081241_beef_noodle.png,26.8
IMG_00148,USER_148,2026-07-09 09:02:52,data/images/temp_20260806_082431_juice.png,26.0
IMG_00149,USER_149,2026-07-10 18:24:52,data/images/temp_20260805_202454_meal_06.png,27.9
IMG_00150,USER_100,2026-07-12 16:57:52,data/images/temp_20260806_081057_chicken.png,27.8
IMG_00151,USER_101,2026-07-31 11:46:52,data/images/cucumber.png,25.8
IMG_00152,USER_102,2026-07-15 12:13:52,data/images/temp_20260806_103802_carrot.png,24.5
IMG_00153,USER_103,2026-07-20 04:34:52,data/images/temp_20260806_154243_fresh-orange-juice-recipe.png,27.9
IMG_00154,USER_104,2026-07-12 05:07:52,data/images/temp_20260805_202454_meal_07.png,25.7
IMG_00155,USER_105,2026-07-16 17:46:52,data/images/temp_20260806_081241_burger.png,25.9
IMG_00156,USER_106,2026-07-15 15:29:52,data/images/healthy_food.png,26.9
IMG_00157,USER_107,2026-07-23 12:54:52,data/images/IMG_20260806_104355.jpg,25.4
IMG_00158,USER_108,2026-07-25 18:12:52,data/images/meal_07.png,27.2
IMG_00159,USER_109,2026-07-28 10:27:52,data/images/temp_20260805_195132_banane-apfel-was-gesuender.png,27.3
IMG_00160,USER_110,2026-07-08 10:14:52,data/images/temp_20260806_122634_creamy-mac-n-cheese.jpg,24.1
IMG_00161,USER_111,2026-08-04 09:39:52,data/images/temp_20260806_080834_noodle_3.png,27.1
IMG_00162,USER_112,2026-07-15 20:50:52,data/images/temp_20260806_094826_banane-apfel-was-gesuender.png,24.9
IMG_00163,USER_113,2026-07-24 10:39:52,data/images/temp_20260805_202004_basmati-rice-recipe.png,27.8
IMG_00164,USER_114,2026-07-15 20:01:52,data/images/temp_20260806_082405_juice.png,25.0
IMG_00165,USER_115,2026-07-31 07:07:52,data/images/banane-apfel-was-gesuender.png,26.8
IMG_00166,USER_116,2026-08-03 07:29:52,data/images/temp_20260806_114101_Cheeseburger.png,25.5
IMG_00167,USER_117,2026-07-25 19:46:52,data/images/temp_20260806_094839_banane-apfel-was-gesuender.png,24.0
IMG_00168,USER_118,2026-07-14 03:31:52,data/images/temp_20260806_082256_mango-juice.png,24.7
IMG_00169,USER_119,2026-07-20 04:36:52,data/images/duck.png,27.0
IMG_00170,USER_120,2026-07-23 20:05:52,data/images/temp_20260806_081057_duck.png,26.4
IMG_00171,USER_121,2026-07-25 04:24:52,data/images/duck.jpg,25.2
IMG_00172,USER_122,2026-07-18 02:47:52,data/images/temp_20260806_081057_duck.jpg,27.4
IMG_00173,USER_123,2026-08-02 16:16:52,data/images/French-fries-b9e3e0c.png,24.3
IMG_00174,USER_124,2026-08-01 18:54:52,data/images/temp_20260806_082406_strawberry-juice-recipe.png,27.8
IMG_00175,USER_125,2026-07-31 00:00:52,data/images/temp_20260805_202346_meal_06.png,26.6
IMG_00176,USER_126,2026-07-26 14:49:52,data/images/Cucumber-Salad-with-Vinegar-Dressing-2688-scaled.jpg,26.4
IMG_00177,USER_127,2026-07-28 05:04:52,data/images/temp_20260805_202346_meal_07.png,25.4
IMG_00178,USER_128,2026-07-11 03:10:52,data/images/temp_20260805_203011_carrot2.png,27.4
IMG_00179,USER_129,2026-07-14 14:17:52,data/images/temp_20260806_095050_burger.png,24.2
IMG_00180,USER_130,2026-07-24 13:29:52,data/images/temp_20260805_202454_healthy_food.png,24.0
IMG_00181,USER_131,2026-07-31 13:34:52,data/images/temp_20260806_145135_beef_noodle.png,27.3
IMG_00182,USER_132,2026-07-13 00:46:52,data/images/temp_20260806_113924_carrot2.png,25.8
IMG_00183,USER_133,2026-07-26 01:40:52,data/images/temp_20260805_195133_hong-kong-macaroni-soup-f3.png,24.4
IMG_00184,USER_134,2026-07-15 12:49:52,data/images/temp_20260806_154226_creamy-mac-n-cheese.jpg,25.2
IMG_00185,USER_135,2026-07-21 04:11:52,data/images/Macaroni-Thumbnail-Blog.png,27.2
IMG_00186,USER_136,2026-08-02 00:23:52,data/images/temp_20260806_082406_fresh-orange-juice-recipe.png,26.8
IMG_00187,USER_137,2026-07-20 17:45:52,data/images/temp_20260805_201854_basmati-rice-recipe.png,25.0
IMG_00188,USER_138,2026-07-22 21:36:52,data/images/temp_20260806_082432_fresh-orange-juice-recipe.png,27.8
IMG_00189,USER_139,2026-08-05 04:14:52,data/images/noodle.png,24.9
IMG_00190,USER_140,2026-07-29 12:09:52,data/images/Coconut-chicken-rice-bowl-–-basmati-rice-–-3-4-038-1540x870-PNG-1.jpg,24.3
IMG_00191,USER_141,2026-07-13 17:09:52,data/images/temp_20260806_081534_healthy-chopped-vegetable-salad-recipe-4.png,24.2
IMG_00192,USER_142,2026-07-10 21:51:52,data/images/temp_20260806_081856_fruit-salad-dressing.png,27.0
IMG_00193,USER_143,2026-07-29 21:47:52,data/images/temp_20260806_081856_tropical-fruit-salad.png,24.7
IMG_00194,USER_144,2026-07-15 19:19:52,data/images/temp_20260805_201944_Cheeseburger.png,26.1
IMG_00195,USER_145,2026-08-04 22:47:52,data/images/temp_20260806_082256_juice.png,24.3
IMG_00196,USER_146,2026-07-27 00:59:52,data/images/temp_20260806_081534_salad_11.png,27.1
IMG_00197,USER_147,2026-07-11 23:10:52,data/images/temp_20260806_081754_tropical-fruit-salad.png,27.7
IMG_00198,USER_148,2026-07-13 15:22:52,data/images/temp_20260806_081754_fruit-salad-dressing.png,25.7
IMG_00199,USER_149,2026-08-01 23:30:52,data/images/temp_20260806_103710_burger_1.png,26.6
IMG_00200,USER_100,2026-07-27 10:51:52,data/images/creamy-mac-n-cheese.jpg,24.7
IMG_00201,USER_101,2026-07-17 04:31:52,data/images/temp_20260805_202016_basmati-rice-recipe.png,27.0
IMG_00202,USER_102,2026-07-13 00:38:52,data/images/temp_20260806_082405_mango-juice.png,25.0
IMG_00203,USER_103,2026-07-10 01:50:52,data/images/Greek-cucumber-salad-3.png,24.0
IMG_00204,USER_104,2026-07-22 01:56:52,data/images/temp_20260806_080903_noodle.png,25.4
IMG_00205,USER_105,2026-07-11 00:23:52,data/images/Masala-Macroni-5.png,27.6
IMG_00206,USER_106,2026-07-21 23:37:52,data/images/temp_20260806_145200_beef_noodle.png,25.0
IMG_00207,USER_107,2026-07-28 20:04:52,data/images/temp_20260806_081856_Fruit-Salad-10.png,24.2
IMG_00208,USER_108,2026-07-29 18:40:52,data/images/temp_20260805_202329_meal_06.png,24.9
IMG_00209,USER_109,2026-07-19 06:57:52,data/images/temp_20260806_082432_strawberry-juice-recipe.png,26.6
IMG_00210,USER_110,2026-07-21 08:53:52,data/images/temp_20260805_202329_meal_07.png,27.9
IMG_00211,USER_111,2026-08-02 06:55:52,data/images/temp_20260805_203010_carrot.png,27.1
IMG_00212,USER_112,2026-07-14 13:47:52,data/images/temp_20260806_154243_creamy-mac-n-cheese.jpg,26.3
IMG_00213,USER_113,2026-07-30 03:35:52,data/images/temp_20260806_081242_Cheeseburger.png,24.2
IMG_00214,USER_114,2026-08-02 10:16:52,data/images/temp_20260805_202016_creamy-mac-n-cheese.jpg,24.1
IMG_00215,USER_115,2026-07-27 04:24:52,data/images/temp_20260806_145200_Cheeseburger.png,26.4
IMG_00216,USER_116,2026-07-25 00:35:52,data/images/temp_20260805_202357_meal_06.png,26.6
IMG_00217,USER_117,2026-07-31 23:01:52,data/images/temp_20260805_202357_meal_07.png,27.6
IMG_00218,USER_118,2026-07-19 11:22:52,data/images/temp_20260806_080848_noodle_3.png,27.2
IMG_00219,USER_119,2026-07-16 00:25:52,data/images/temp_20260805_195104_banane-apfel-was-gesuender.png,27.7
IMG_00220,USER_120,2026-07-10 03:49:52,data/images/IMG_20260806_154307.jpg,24.7
IMG_00221,USER_121,2026-08-02 06:50:52,data/images/temp_20260806_103801_burger_1.png,25.1
IMG_00222,USER_122,2026-07-22 23:12:52,data/images/temp_20260806_082156_caramel-coffee-milk-shake-1.png,26.2
IMG_00223,USER_123,2026-07-20 14:11:52,data/images/temp_20260806_081534_nRainbow-Veggie-Salad-9921.jpg,25.4
IMG_00224,USER_124,2026-07-23 22:10:52,data/images/temp_20260806_081057_noodle.png,27.5
IMG_00225,USER_125,2026-07-07 20:27:52,data/images/rice.png,27.8
IMG_00226,USER_126,2026-07-13 18:54:52,data/images/temp_20260806_094839_burger.png,25.0
IMG_00227,USER_127,2026-07-31 20:47:52,data/images/temp_20260805_201944_basmati-rice-recipe.png,24.3
IMG_00228,USER_128,2026-07-27 16:57:52,data/images/IMG_20260804_134457.jpg,24.9
IMG_00229,USER_129,2026-07-17 18:36:52,data/images/temp_20260806_105639_burger.png,24.6
IMG_00230,USER_130,2026-07-27 01:59:52,data/images/temp_20260806_082432_mango-juice.png,26.4
IMG_00231,USER_131,2026-08-02 12:29:52,data/images/temp_20260806_081241_beef_noodle.png,25.0
IMG_00232,USER_132,2026-08-06 09:30:52,data/images/temp_20260806_082431_juice.png,25.1
IMG_00233,USER_133,2026-08-02 06:07:52,data/images/temp_20260805_202454_meal_06.png,27.2
IMG_00234,USER_134,2026-08-06 02:46:52,data/images/temp_20260806_081057_chicken.png,24.2
IMG_00235,USER_135,2026-07-11 04:57:52,data/images/cucumber.png,27.7
IMG_00236,USER_136,2026-07-08 21:04:52,data/images/temp_20260806_103802_carrot.png,27.6
IMG_00237,USER_137,2026-07-15 16:20:52,data/images/temp_20260806_154243_fresh-orange-juice-recipe.png,27.4
IMG_00238,USER_138,2026-07-19 11:58:52,data/images/temp_20260805_202454_meal_07.png,24.9
IMG_00239,USER_139,2026-07-24 04:49:52,data/images/temp_20260806_081241_burger.png,24.7
IMG_00240,USER_140,2026-07-30 21:16:52,data/images/healthy_food.png,27.3
IMG_00241,USER_141,2026-07-31 17:35:52,data/images/IMG_20260806_104355.jpg,24.0
IMG_00242,USER_142,2026-08-03 23:03:52,data/images/meal_07.png,25.3
IMG_00243,USER_143,2026-07-27 04:44:52,data/images/temp_20260805_195132_banane-apfel-was-gesuender.png,27.2
IMG_00244,USER_144,2026-07-09 01:37:52,data/images/temp_20260806_122634_creamy-mac-n-cheese.jpg,26.8
IMG_00245,USER_145,2026-07-13 00:21:52,data/images/temp_20260806_080834_noodle_3.png,26.1
IMG_00246,USER_146,2026-07-16 05:47:52,data/images/temp_20260806_094826_banane-apfel-was-gesuender.png,27.0
IMG_00247,USER_147,2026-07-17 20:58:52,data/images/temp_20260805_202004_basmati-rice-recipe.png,25.6
IMG_00248,USER_148,2026-07-09 12:52:52,data/images/temp_20260806_082405_juice.png,25.6
IMG_00249,USER_149,2026-07-28 14:40:52,data/images/banane-apfel-was-gesuender.png,25.4
IMG_00250,USER_100,2026-07-14 00:34:52,data/images/temp_20260806_114101_Cheeseburger.png,26.2
IMG_00251,USER_101,2026-07-11 18:42:52,data/images/temp_20260806_094839_banane-apfel-was-gesuender.png,27.0
IMG_00252,USER_102,2026-08-01 07:49:52,data/images/temp_20260806_082256_mango-juice.png,27.1
IMG_00253,USER_103,2026-08-01 01:02:52,data/images/duck.png,27.7
IMG_00254,USER_104,2026-07-18 04:36:52,data/images/temp_20260806_081057_duck.png,24.9
IMG_00255,USER_105,2026-07-09 17:10:52,data/images/duck.jpg,27.7
IMG_00256,USER_106,2026-07-18 05:22:52,data/images/temp_20260806_081057_duck.jpg,25.2
IMG_00257,USER_107,2026-08-06 14:26:52,data/images/French-fries-b9e3e0c.png,26.1
IMG_00258,USER_108,2026-07-17 21:11:52,data/images/temp_20260806_082406_strawberry-juice-recipe.png,26.0
IMG_00259,USER_109,2026-07-30 08:23:52,data/images/temp_20260805_202346_meal_06.png,24.6
IMG_00260,USER_110,2026-07-08 07:54:52,data/images/Cucumber-Salad-with-Vinegar-Dressing-2688-scaled.jpg,24.7
IMG_00261,USER_111,2026-08-03 15:48:52,data/images/temp_20260805_202346_meal_07.png,26.3
IMG_00262,USER_112,2026-07-30 00:32:52,data/images/temp_20260805_203011_carrot2.png,25.4
IMG_00263,USER_113,2026-07-13 04:11:52,data/images/temp_20260806_095050_burger.png,25.9
IMG_00264,USER_114,2026-07-20 23:04:52,data/images/temp_20260805_202454_healthy_food.png,24.7
IMG_00265,USER_115,2026-07-13 06:00:52,data/images/temp_20260806_145135_beef_noodle.png,26.3
IMG_00266,USER_116,2026-08-05 03:49:52,data/images/temp_20260806_113924_carrot2.png,24.9
IMG_00267,USER_117,2026-08-06 05:16:52,data/images/temp_20260805_195133_hong-kong-macaroni-soup-f3.png,24.1
